"NMFS_POPID","SPAWNINGYEAR","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
75,1968,404,355,421,372,404,355,421,372
75,1969,399,279,416,293,399,279,416,293
75,1970,325,213,339,224,325,213,339,224
75,1971,308,233,322,247,308,233,322,247
75,1972,307,232,321,242,307,232,321,242
75,1973,273,210,284,217,273,210,284,217
75,1974,223,178,232,183,223,178,232,183
75,1975,189,168,197,172,189,168,197,172
75,1976,181,140,188,143,181,140,188,143
75,1977,165,118,170,120,165,118,170,120
75,1978,143,97,146,98,143,97,146,98
75,1979,133,92,136,93,133,92,136,93
75,1980,111,66,114,68,111,66,114,68
75,1981,101,66,102,67,101,66,102,67
75,1982,81,51,83,53,81,51,83,53
75,1983,62,35,63,36,62,35,63,36
75,1984,46,27,48,28,46,27,48,28
75,1985,46,34,47,35,46,34,47,35
75,1986,44,31,45,33,44,31,45,33
75,1987,39,31,40,33,39,31,40,33
75,1988,34,34,36,35,34,34,36,35
75,1989,38,53,39,54,38,53,39,54
75,1990,40,49,41,50,40,49,41,50
75,1991,37,46,39,47,37,46,39,47
75,1992,37,45,38,47,37,45,38,47
75,1993,44,61,45,62,44,61,45,62
75,1994,35,20,38,25,35,20,38,25
75,1995,32,20,35,25,32,20,35,25
75,1996,19,8,23,12,19,8,23,12
75,1997,19,8,23,12,19,8,23,12
75,1998,23,9,28,12,23,9,28,12
75,1999,18,16,22,21,18,16,22,21
75,2000,19,18,23,21,19,18,23,21
75,2001,26,64,31,68,26,64,31,68
75,2002,33,102,40,107,33,102,40,107
75,2003,40,136,49,145,40,136,49,145
75,2004,69,215,78,225,69,215,78,225
75,2005,69,274,78,283,69,274,78,283
75,2006,99,152,104,158,99,152,104,158
75,2007,98,95,103,99,98,95,103,99
75,2008,90,60,95,62,90,60,95,62
75,2009,106,52,111,54,106,52,111,54
75,2010,114,47,119,50,114,47,119,50
75,2011,85,47,89,51,85,47,89,51
75,2012,71,53,74,56,71,53,74,56
75,2013,59,58,64,66,59,58,64,66
75,2014,54,56,60,65,54,56,60,65
75,2015,55,63,61,74,55,63,61,74
75,2016,61,78,68,91,61,78,68,91
75,2017,51,50,57,59,51,50,57,59
76,1950,NA,524,570,570,NA,524,571,571
76,1951,NA,524,570,570,NA,524,571,571
76,1952,581,581,620,620,581,581,621,621
76,1953,623,623,665,665,623,623,665,665
76,1954,665,676,711,731,665,676,711,731
76,1955,735,846,791,932,735,846,791,932
76,1956,708,783,785,892,708,783,785,892
76,1957,800,948,879,1084,800,948,880,1084
76,1958,800,1005,879,1164,800,1005,880,1164
76,1959,791,924,883,1066,791,924,883,1066
76,1960,800,757,902,873,800,757,902,873
76,1961,701,610,792,683,701,610,792,683
76,1962,622,368,727,441,622,368,727,441
76,1963,635,439,743,519,635,439,743,519
76,1964,668,515,780,607,668,515,780,607
76,1965,629,543,737,644,629,543,737,644
76,1966,671,724,780,867,671,724,780,867
76,1967,625,954,728,1088,625,954,729,1088
76,1968,654,974,753,1093,654,974,753,1093
76,1969,673,880,770,978,673,880,770,978
76,1970,692,882,781,948,692,882,781,948
76,1971,754,785,855,843,754,785,855,843
76,1972,869,791,956,840,869,791,956,840
76,1973,894,821,974,867,894,821,974,867
76,1974,857,835,926,878,858,835,926,878
76,1975,785,698,834,733,785,698,834,733
76,1976,742,701,777,716,742,701,777,716
76,1977,632,505,659,517,632,505,659,517
76,1978,632,487,658,499,632,487,658,499
76,1979,532,339,556,352,532,339,556,352
76,1980,452,293,475,307,452,293,475,307
76,1981,363,188,376,198,363,188,377,198
76,1982,336,223,348,235,336,223,348,235
76,1983,296,179,307,189,296,179,307,189
76,1984,277,226,287,235,277,226,288,235
76,1985,297,302,310,312,297,302,310,312
76,1986,277,407,287,417,283,425,295,439
76,1987,294,388,303,392,312,437,324,447
76,1988,272,414,281,418,307,525,319,538
76,1989,248,272,256,280,323,462,336,480
76,1990,227,171,233,174,311,321,322,331
76,1991,236,137,241,139,334,263,346,273
76,1992,187,90,190,92,305,213,314,221
76,1993,179,78,182,79,313,187,323,194
76,1994,143,76,146,76,257,143,266,147
76,1995,108,68,110,70,194,117,201,123
76,1996,96,67,98,69,169,108,175,112
76,1997,88,86,92,91,151,107,158,114
76,1998,79,81,83,87,128,88,135,94
76,1999,82,89,85,96,115,93,122,101
76,2000,93,126,98,137,124,132,136,150
76,2001,109,177,115,192,143,190,157,219
76,2002,135,211,145,229,165,255,183,295
76,2003,142,249,154,273,171,333,193,397
76,2004,163,298,180,335,217,509,254,638
76,2005,187,279,210,321,288,630,337,759
76,2006,203,234,230,276,338,599,403,743
76,2007,201,192,226,223,361,510,437,646
76,2008,223,200,252,233,443,589,552,768
76,2009,265,236,305,278,558,612,720,813
76,2010,309,343,354,390,752,898,956,1204
76,2011,321,440,382,528,905,1368,1192,1913
76,2012,348,631,413,765,977,1872,1276,2518
76,2013,343,590,422,762,942,1507,1324,2284
76,2014,407,701,496,884,1048,1794,1460,2620
76,2015,461,620,549,774,1098,1344,1517,1911
76,2016,516,605,607,698,1206,1063,1638,1403
76,2017,509,410,611,487,1227,805,1654,1087
76,2018,470,374,561,413,1093,793,1534,1030
78,1960,NA,560,NA,576,NA,560,NA,576
78,1961,NA,667,NA,685,NA,667,NA,685
78,1962,697,665,715,682,697,665,715,682
78,1963,728,712,747,731,728,712,747,731
78,1964,815,1081,836,1110,815,1081,836,1110
78,1965,834,1145,858,1179,834,1145,858,1179
78,1966,852,1089,876,1120,852,1089,876,1120
78,1967,903,1227,932,1274,903,1227,932,1274
78,1968,958,1288,987,1333,958,1288,987,1333
78,1969,1052,1023,1083,1057,1052,1023,1083,1057
78,1970,1102,1060,1130,1083,1102,1060,1130,1083
78,1971,1032,978,1061,1006,1032,978,1061,1006
78,1972,1023,853,1052,868,1023,853,1052,868
78,1973,1060,872,1087,887,1060,872,1087,887
78,1974,940,865,963,877,940,865,963,877
78,1975,881,733,898,745,881,733,898,745
78,1976,711,517,725,523,711,517,725,523
78,1977,592,411,600,415,592,411,600,415
78,1978,562,362,568,364,562,362,568,364
78,1979,480,266,487,270,480,266,487,270
78,1980,322,141,328,144,322,141,328,144
78,1981,279,150,282,153,279,150,282,153
78,1982,227,125,230,127,227,125,230,127
78,1983,172,82,175,84,172,82,175,84
78,1984,151,86,154,88,151,86,154,88
78,1985,142,143,145,145,142,143,145,145
78,1986,153,156,156,159,153,156,156,159
78,1987,160,204,163,208,160,204,163,208
78,1988,156,299,159,303,156,299,159,303
78,1989,156,282,158,285,156,282,158,285
78,1990,188,248,191,250,188,248,191,250
78,1991,179,206,182,208,179,206,182,208
78,1992,188,174,191,176,188,174,191,176
78,1993,224,176,227,178,224,176,227,178
78,1994,142,87,145,90,142,87,145,90
78,1995,133,80,137,83,133,80,137,83
78,1996,96,55,98,57,96,55,98,57
78,1997,92,62,95,65,92,62,95,65
78,1998,92,57,95,59,92,57,95,59
78,1999,91,96,94,99,91,96,94,99
78,2000,87,93,91,97,87,93,91,97
78,2001,109,198,113,205,109,198,113,205
78,2002,128,265,132,270,128,265,132,270
78,2003,145,370,150,377,145,370,150,377
78,2004,187,280,192,285,187,280,192,285
78,2005,166,264,170,265,166,264,170,265
78,2006,199,199,202,200,199,199,202,200
78,2007,195,153,198,154,195,153,198,154
78,2008,188,110,192,112,188,110,192,112
78,2009,184,121,189,126,184,121,189,126
78,2010,224,190,229,198,224,190,229,198
78,2011,230,265,236,277,230,265,236,277
78,2012,226,332,232,349,226,332,232,349
78,2013,203,374,213,406,203,374,213,406
78,2014,253,529,266,563,253,529,266,563
78,2015,315,520,331,554,315,520,331,554
78,2016,354,474,373,502,354,474,373,502
78,2017,340,349,362,375,340,349,362,375
78,2018,369,363,392,376,369,363,392,376
80,1960,NA,520,NA,543,NA,520,NA,543
80,1961,NA,546,NA,572,NA,546,NA,572
80,1962,554,536,579,561,554,536,579,561
80,1963,548,533,572,558,548,533,572,558
80,1964,633,681,661,713,633,681,661,713
80,1965,570,613,597,645,570,613,597,645
80,1966,590,638,618,667,590,638,618,667
80,1967,465,404,490,427,465,404,490,427
80,1968,436,357,460,379,436,357,460,379
80,1969,386,219,408,233,386,219,408,233
80,1970,391,250,411,263,391,250,411,263
80,1971,337,178,355,188,337,178,355,188
80,1972,295,216,310,225,295,216,310,225
80,1973,257,186,270,192,257,186,270,192
80,1974,204,190,213,195,204,190,213,195
80,1975,182,133,189,136,182,133,189,136
80,1976,134,101,140,103,134,101,140,103
80,1977,114,60,119,63,114,60,119,63
80,1978,104,50,107,52,104,50,107,52
80,1979,99,NA,102,NA,99,NA,102,NA
80,1980,79,NA,82,NA,79,NA,82,NA
80,1981,71,NA,73,NA,71,NA,73,NA
80,1998,NA,31,NA,14,NA,31,NA,14
80,1999,NA,23,NA,13,NA,23,NA,13
80,2000,22,22,14,25,22,22,14,25
80,2001,35,49,22,53,35,49,22,53
80,2002,45,61,30,64,45,61,30,64
80,2003,57,81,38,87,57,81,38,87
80,2004,61,136,43,140,61,136,43,140
80,2005,65,189,69,193,65,189,69,193
80,2006,76,118,80,120,76,118,80,120
80,2007,72,86,76,89,72,86,76,89
80,2008,71,63,75,65,71,63,75,65
80,2009,82,50,85,52,82,50,85,52
80,2010,98,51,101,53,98,51,101,53
80,2011,89,68,93,72,89,68,93,72
80,2012,85,84,89,89,85,84,89,89
80,2013,69,76,75,86,69,76,75,86
80,2014,68,93,74,104,68,93,74,104
80,2015,68,91,74,102,68,91,74,102
80,2016,77,89,84,98,77,89,84,98
80,2017,78,72,85,81,78,72,85,81
81,1960,NA,55,NA,58,NA,55,NA,58
81,1961,NA,59,NA,63,NA,59,NA,63
81,1962,57,49,60,52,57,49,60,52
81,1963,51,36,54,39,51,36,54,39
81,1964,61,61,65,64,61,61,65,64
81,1965,61,65,64,69,61,65,64,69
81,1966,63,67,66,70,63,67,66,70
81,1967,59,72,63,77,59,72,63,77
81,1968,51,72,54,77,51,72,54,77
81,1969,47,37,51,40,47,37,51,40
81,1970,51,39,54,42,51,39,54,42
81,1971,39,22,42,25,39,22,42,25
81,1972,40,22,43,24,40,22,43,24
81,1973,40,22,43,24,40,22,43,24
81,1974,32,29,35,30,32,29,35,30
81,1975,28,19,30,21,28,19,30,21
81,1976,21,19,23,21,21,19,23,21
81,1977,18,14,20,15,18,14,20,15
81,1978,17,12,19,13,17,12,19,13
81,1979,19,NA,21,NA,19,NA,21,NA
81,1980,15,NA,17,NA,15,NA,17,NA
81,1981,19,NA,21,NA,19,NA,21,NA
81,1991,NA,3,NA,4,NA,3,NA,4
81,1992,NA,NA,NA,NA,NA,NA,NA,NA
81,1993,3,NA,4,NA,3,NA,4,NA
81,1994,3,NA,4,NA,3,NA,4,NA
81,1995,3,NA,4,NA,3,NA,4,NA
81,1996,3,NA,4,NA,3,NA,4,NA
81,1997,5,5,6,6,5,5,6,6
81,1998,5,5,6,6,5,5,6,6
81,1999,5,5,6,6,5,5,6,6
81,2000,14,14,16,16,14,14,16,16
81,2001,23,23,26,26,23,23,26,26
81,2002,18,27,20,29,18,27,20,29
81,2003,20,29,22,31,20,29,22,31
81,2004,20,26,22,28,20,26,22,28
81,2005,20,23,22,25,20,23,22,25
81,2006,15,11,16,12,15,11,16,12
81,2007,18,12,19,13,18,12,19,13
81,2008,15,6,16,7,15,6,16,7
81,2009,12,3,13,4,12,3,13,4
81,2010,9,3,10,4,9,3,10,4
81,2011,6,3,7,4,6,3,7,4
81,2012,5,3,6,4,5,3,6,4
81,2013,4,3,5,4,4,3,5,4
81,2014,3,3,4,4,3,3,4,4
81,2015,4,4,5,5,4,4,5,5
81,2016,4,4,5,5,4,4,5,5
81,2017,3,4,4,5,3,4,4,5
82,1957,NA,1411,NA,1634,NA,1411,NA,1634
82,1958,NA,1025,NA,1168,NA,1025,NA,1168
82,1959,1129,1235,1276,1403,1129,1235,1276,1403
82,1960,1070,1190,1213,1351,1070,1190,1213,1351
82,1961,940,898,1068,995,940,898,1068,995
82,1962,976,727,1107,811,976,727,1107,811
82,1963,945,872,1069,978,946,872,1069,978
82,1964,952,734,1094,853,953,734,1094,853
82,1965,929,726,1070,848,930,726,1070,848
82,1966,865,833,978,961,865,834,978,962
82,1967,661,601,754,702,661,602,755,702
82,1968,702,566,814,678,703,566,815,679
82,1969,652,579,755,668,653,580,755,669
82,1970,657,594,759,679,657,594,759,680
82,1971,684,561,790,648,684,561,790,649
82,1972,650,703,749,800,651,704,749,800
82,1973,646,737,739,806,646,738,740,806
82,1974,610,643,684,700,611,643,684,700
82,1975,571,549,629,583,571,549,629,583
82,1976,550,539,604,562,550,539,604,563
82,1977,548,426,596,444,548,426,596,444
82,1978,606,498,645,516,606,498,645,516
82,1979,480,359,512,374,481,360,512,374
82,1980,386,272,410,288,387,273,410,288
82,1981,334,207,351,219,334,207,351,219
82,1982,292,200,307,212,292,201,307,213
82,1983,261,137,274,145,261,137,274,145
82,1984,245,167,256,175,245,167,256,175
82,1985,274,276,287,287,275,276,288,287
82,1986,262,331,273,340,281,381,293,391
82,1987,278,385,288,390,319,508,331,515
82,1988,251,460,261,469,302,667,314,680
82,1989,285,486,296,499,344,705,356,724
82,1990,312,352,321,359,408,602,420,614
82,1991,331,331,339,339,450,533,466,556
82,1992,279,202,284,206,479,451,492,470
82,1993,281,172,286,174,511,391,525,406
82,1994,229,108,233,108,440,275,454,285
82,1995,171,83,175,85,329,180,341,190
82,1996,169,86,173,89,305,174,317,181
82,1997,154,117,158,121,260,150,271,156
82,1998,140,115,144,119,226,131,235,136
82,1999,130,156,132,162,210,161,218,166
82,2000,138,230,142,235,207,237,215,243
82,2001,150,262,154,268,217,270,224,277
82,2002,200,341,205,347,229,349,236,357
82,2003,218,413,224,422,235,423,243,435
82,2004,288,530,296,541,294,538,303,552
82,2005,336,492,347,514,344,498,356,522
82,2006,351,470,362,490,357,471,369,491
82,2007,370,402,383,421,375,403,388,422
82,2008,403,393,416,411,411,400,428,422
82,2009,472,421,492,448,480,429,504,460
82,2010,504,516,526,538,515,533,541,562
82,2011,512,557,536,588,527,590,559,637
82,2012,503,630,529,666,523,679,557,735
82,2013,474,572,514,643,497,618,546,708
82,2014,511,619,554,684,539,678,593,765
82,2015,541,566,580,626,579,629,632,711
82,2016,560,562,599,610,599,609,652,667
82,2017,529,445,569,486,576,488,626,533
82,2018,502,440,544,460,542,475,591,493
84,1961,NA,298,NA,322,NA,298,NA,322
84,1962,NA,238,NA,262,NA,238,NA,262
84,1963,261,249,285,276,261,249,285,276
84,1964,257,246,280,272,257,246,280,272
84,1965,229,206,251,229,229,206,251,229
84,1966,224,179,246,198,224,179,246,198
84,1967,200,174,220,192,200,174,220,192
84,1968,222,203,244,221,222,203,244,221
84,1969,237,229,260,248,237,229,260,248
84,1970,238,276,259,294,238,276,259,294
84,1971,218,265,235,279,218,265,235,279
84,1972,199,227,213,237,199,227,213,237
84,1973,195,187,208,195,195,187,208,195
84,1974,168,124,178,128,168,124,178,128
84,1975,153,85,160,87,153,85,160,87
84,1976,119,53,125,56,119,53,125,56
84,1977,110,54,115,56,110,54,115,56
84,1978,94,47,98,50,94,47,98,50
84,1979,80,46,83,48,80,46,83,48
84,1980,69,NA,72,NA,69,NA,72,NA
84,1981,61,NA,64,NA,61,NA,64,NA
84,1982,58,NA,60,NA,58,NA,60,NA
84,1994,NA,20,NA,22,NA,20,NA,22
84,1995,NA,11,NA,14,NA,11,NA,14
84,1996,11,10,14,12,11,10,14,12
84,1997,13,10,15,12,13,10,15,12
84,1998,12,7,14,9,12,7,14,9
84,1999,10,6,12,8,10,6,12,8
84,2000,11,11,13,13,11,11,13,13
84,2001,15,21,18,25,15,21,18,25
84,2002,17,31,21,36,17,31,21,36
84,2003,19,52,23,60,19,52,23,60
84,2004,25,106,29,112,25,106,29,112
84,2005,37,124,41,129,37,124,41,129
84,2006,43,87,47,90,43,87,47,90
84,2007,44,64,49,67,44,64,49,67
84,2008,54,57,60,60,54,57,60,60
84,2009,77,55,81,59,77,55,81,59
84,2010,94,71,99,76,94,71,99,76
84,2011,88,88,92,93,88,88,92,93
84,2012,84,110,88,115,84,110,88,115
84,2013,78,106,83,115,78,106,83,115
84,2014,81,119,87,129,81,119,87,129
84,2015,91,117,99,129,91,117,99,129
84,2016,90,91,96,99,90,91,96,99
84,2017,57,36,63,41,57,36,63,41
84,2018,58,35,64,39,58,35,64,39
85,1992,NA,10,NA,11,NA,70,NA,74
85,1993,NA,18,NA,20,NA,79,NA,82
85,1994,12,12,23,23,35,35,66,65
85,1995,12,14,21,25,31,25,55,47
85,1996,16,22,25,37,34,27,55,47
85,1997,19,24,29,39,39,32,58,52
85,1998,22,25,32,38,43,34,61,53
85,1999,26,39,35,45,51,64,70,73
85,2000,31,55,42,60,52,86,71,94
85,2001,42,70,55,76,63,124,84,134
85,2002,48,88,63,96,76,165,100,179
85,2003,56,127,72,139,94,257,122,281
85,2004,80,161,88,173,144,320,158,343
85,2005,112,230,120,240,203,477,216,498
85,2006,121,208,128,216,231,428,244,444
85,2007,135,205,142,211,250,378,264,389
85,2008,153,186,163,192,273,290,290,300
85,2009,181,203,190,209,293,269,307,275
85,2010,213,198,221,203,333,232,344,238
85,2011,232,259,241,269,341,272,354,282
85,2012,241,283,249,294,332,291,343,302
85,2013,235,297,249,323,300,311,318,338
85,2014,256,323,274,360,305,347,327,387
85,2015,257,334,275,373,293,372,314,414
85,2016,290,323,310,358,318,371,340,411
85,2017,267,251,292,289,329,373,360,429
85,2018,274,249,300,275,346,397,379,439
88,1960,NA,1234,NA,1465,NA,1234,NA,1465
88,1961,NA,1060,NA,1259,NA,1060,NA,1259
88,1962,1003,756,1191,898,1003,756,1191,898
88,1963,850,637,1010,756,850,637,1010,756
88,1964,826,658,981,781,826,658,981,781
88,1965,745,497,885,591,745,497,885,591
88,1966,733,506,870,602,733,506,870,602
88,1967,604,482,717,573,604,482,717,573
88,1968,562,495,667,588,562,495,667,588
88,1969,504,386,599,459,504,386,599,459
88,1970,426,364,506,433,426,364,506,433
88,1971,406,325,482,386,406,325,482,386
88,1972,400,333,476,395,400,333,476,395
88,1973,406,333,483,396,406,333,483,396
88,1974,321,267,382,318,321,267,382,318
88,1975,276,209,329,249,276,209,329,249
88,1976,221,151,264,180,221,151,264,180
88,1977,193,112,230,134,193,112,230,134
88,1978,203,123,242,147,203,123,242,147
88,1979,204,145,243,173,204,145,243,173
88,1980,152,101,181,122,152,101,181,122
88,1981,134,116,161,140,134,116,161,140
88,1982,103,93,124,112,103,93,124,112
88,1983,96,69,114,83,96,69,114,83
88,1984,98,72,118,86,98,72,118,86
88,1985,105,108,126,129,105,108,126,129
88,1986,116,116,139,138,116,116,139,138
88,1987,126,161,151,191,126,161,151,191
88,1988,114,171,137,203,114,171,137,203
88,1989,115,185,138,221,115,185,138,221
88,1990,135,168,161,200,135,168,161,200
88,1991,134,155,159,184,134,155,159,184
88,1992,128,103,153,122,128,103,153,122
88,1993,118,82,141,97,118,82,141,97
88,1994,99,53,118,63,99,53,118,63
88,1995,76,34,90,41,76,34,90,41
88,1996,65,27,78,33,65,27,78,33
88,1997,56,31,67,37,56,31,67,37
88,1998,48,28,57,34,48,28,57,34
88,1999,42,34,51,41,42,34,51,41
88,2000,44,58,53,69,44,58,53,69
88,2001,48,84,56,97,48,84,56,97
88,2002,60,117,70,133,60,117,70,133
88,2003,66,157,77,173,66,157,77,173
88,2004,88,225,99,239,88,225,99,239
88,2005,111,213,124,221,111,213,124,221
88,2006,123,180,134,187,123,180,134,187
88,2007,124,133,135,136,124,133,135,136
88,2008,134,114,143,118,134,114,143,118
88,2009,145,94,154,99,145,94,154,99
88,2010,144,97,151,103,144,97,151,103
88,2011,142,112,150,121,142,112,150,121
88,2012,131,129,138,139,131,129,138,139
88,2013,108,102,116,113,108,102,116,113
88,2014,108,125,117,137,108,125,117,137
88,2015,102,106,110,118,102,106,110,118
88,2016,106,100,115,108,106,100,115,108
88,2017,94,69,103,77,94,69,103,77
89,1960,NA,1295,NA,1406,NA,1295,NA,1406
89,1961,NA,1315,NA,1454,NA,1315,NA,1454
89,1962,1328,1187,1487,1340,1328,1187,1487,1340
89,1963,1346,1252,1513,1434,1346,1252,1513,1434
89,1964,1372,1383,1542,1599,1372,1383,1542,1599
89,1965,1338,1374,1519,1616,1338,1374,1519,1616
89,1966,1361,1408,1546,1644,1361,1408,1546,1644
89,1967,1343,1519,1535,1757,1343,1519,1535,1757
89,1968,1394,1552,1592,1767,1394,1552,1592,1767
89,1969,1355,1328,1552,1506,1355,1328,1552,1506
89,1970,1347,1320,1535,1458,1347,1320,1535,1458
89,1971,1350,1294,1520,1406,1350,1294,1520,1406
89,1972,1407,1303,1565,1394,1407,1303,1565,1394
89,1973,1393,1251,1531,1327,1393,1251,1531,1327
89,1974,1315,1303,1428,1355,1315,1303,1428,1355
89,1975,1352,1385,1441,1424,1352,1385,1441,1424
89,1976,1266,1238,1342,1282,1266,1238,1342,1282
89,1977,1242,1184,1307,1224,1242,1184,1307,1224
89,1978,1379,1520,1441,1566,1379,1520,1441,1566
89,1979,1329,1356,1383,1412,1329,1356,1383,1412
89,1980,1071,828,1114,871,1071,828,1114,871
89,1981,1008,821,1044,850,1011,825,1047,855
89,1982,742,465,770,484,744,467,772,487
89,1983,591,230,617,243,593,231,619,245
89,1984,515,196,541,208,518,198,545,210
89,1985,453,248,479,263,474,272,501,288
89,1986,432,227,456,244,474,272,500,292
89,1987,376,305,398,328,420,378,444,405
89,1988,306,407,326,438,342,506,364,543
89,1989,304,473,325,508,342,591,365,634
89,1990,342,473,366,509,400,589,427,632
89,1991,296,386,318,414,358,472,385,507
89,1992,312,319,335,343,379,380,407,408
89,1993,354,308,379,328,430,366,460,390
89,1994,281,182,298,191,345,220,365,230
89,1995,177,88,188,93,215,105,230,111
89,1996,143,77,153,82,168,88,179,93
89,1997,128,77,136,82,149,88,159,94
89,1998,105,61,112,65,124,72,133,77
89,1999,92,61,100,68,114,77,125,86
89,2000,103,115,112,128,125,141,136,157
89,2001,123,178,133,196,157,250,170,275
89,2002,151,276,162,299,202,423,217,458
89,2003,165,443,176,477,227,711,243,764
89,2004,199,649,214,673,285,1061,308,1100
89,2005,259,584,278,606,388,1067,417,1106
89,2006,296,492,315,508,459,843,489,869
89,2007,310,349,332,368,502,597,537,629
89,2008,378,322,404,343,638,572,682,608
89,2009,443,302,468,326,747,526,789,566
89,2010,463,367,489,396,780,570,825,615
89,2011,454,420,488,470,728,629,782,703
89,2012,435,542,468,595,691,801,743,879
89,2013,407,514,446,579,647,732,708,825
89,2014,411,559,451,625,648,799,711,892
89,2015,408,454,447,506,667,782,732,871
89,2016,413,407,453,437,717,817,785,876
89,2017,388,277,430,311,760,721,843,807
89,2018,382,265,425,290,754,781,838,854
91,1960,NA,3649,NA,4091,NA,3649,NA,4091
91,1961,NA,3137,NA,3690,NA,3137,NA,3690
91,1962,3140,2808,3687,3311,3140,2808,3687,3311
91,1963,2926,2679,3476,3225,2926,2679,3476,3225
91,1964,2831,2598,3351,3130,2831,2598,3351,3130
91,1965,2515,1867,3068,2438,2515,1867,3068,2438
91,1966,2455,1922,2976,2401,2455,1922,2976,2401
91,1967,2175,1684,2664,2144,2175,1684,2664,2144
91,1968,1945,1412,2447,1856,1945,1412,2447,1856
91,1969,1812,1263,2277,1657,1812,1263,2277,1657
91,1970,1551,1288,1966,1586,1551,1288,1966,1586
91,1971,1452,1097,1793,1339,1452,1097,1793,1339
91,1972,1319,1034,1617,1220,1319,1034,1617,1220
91,1973,1266,1136,1525,1252,1266,1136,1525,1252
91,1974,1085,931,1294,1011,1085,931,1294,1011
91,1975,1017,803,1169,862,1017,803,1169,862
91,1976,865,682,1016,771,865,682,1016,771
91,1977,770,573,885,641,770,573,885,641
91,1978,746,489,823,541,746,489,823,541
91,1979,623,417,694,476,623,417,694,476
91,1980,539,362,596,412,539,362,596,412
91,1981,479,337,528,362,479,337,528,362
91,1982,403,283,447,311,404,286,449,314
91,1983,358,262,395,288,362,268,400,295
91,1984,337,272,375,296,349,292,389,318
91,1985,331,303,369,331,360,357,401,390
91,1986,337,338,369,376,373,414,408,461
91,1987,371,487,407,532,420,618,461,675
91,1988,400,612,439,669,466,810,512,886
91,1989,425,663,462,721,502,860,545,936
91,1990,472,735,511,789,568,903,615,970
91,1991,522,808,566,853,636,977,689,1031
91,1992,578,686,618,719,773,966,827,1012
91,1993,684,751,729,782,982,1154,1046,1202
91,1994,667,671,700,685,976,1067,1023,1090
91,1995,523,423,552,442,787,722,830,753
91,1996,477,356,499,371,717,604,750,629
91,1997,439,352,457,365,731,635,760,658
91,1998,434,313,453,326,735,561,766,584
91,1999,441,329,457,345,741,574,768,602
91,2000,438,450,460,475,771,813,809,856
91,2001,464,589,483,614,827,1098,862,1145
91,2002,489,680,509,709,844,1121,877,1168
91,2003,509,829,529,857,856,1308,888,1350
91,2004,554,935,576,963,927,1495,962,1540
91,2005,644,920,670,944,1064,1393,1106,1429
91,2006,704,841,728,863,1224,1364,1265,1399
91,2007,728,779,761,817,1185,1253,1239,1313
91,2008,725,634,760,675,1195,1093,1253,1162
91,2009,741,588,778,628,1256,1056,1318,1128
91,2010,825,740,856,776,1325,1260,1374,1320
91,2011,840,839,881,899,1324,1285,1387,1376
91,2012,835,894,875,937,1290,1329,1352,1393
91,2013,698,768,757,849,1081,1069,1171,1181
91,2014,702,838,761,922,1071,1086,1161,1196
91,2015,663,595,723,674,1060,892,1155,1010
91,2016,626,467,682,517,1030,826,1122,915
91,2017,515,296,577,356,914,629,1026,756
91,2018,502,295,566,341,884,697,996,806
92,1960,NA,235,NA,256,NA,235,NA,256
92,1961,NA,263,NA,284,NA,263,NA,284
92,1962,268,226,288,242,268,226,288,242
92,1963,300,275,320,291,300,275,320,291
92,1964,279,276,297,289,279,276,297,289
92,1965,240,244,256,256,240,244,256,256
92,1966,256,250,273,261,256,250,273,261
92,1967,245,265,261,282,245,265,261,282
92,1968,260,246,280,269,260,246,280,269
92,1969,285,294,307,327,285,294,307,327
92,1970,308,388,333,432,308,388,333,432
92,1971,284,322,307,361,284,322,307,361
92,1972,277,290,299,318,277,290,299,318
92,1973,256,265,275,282,256,265,275,282
92,1974,243,200,261,208,243,200,261,208
92,1975,264,179,281,183,264,179,281,183
92,1976,208,135,223,138,208,135,223,138
92,1977,150,78,160,80,150,78,160,80
92,1978,141,75,147,77,141,75,147,77
92,1979,113,64,118,67,113,64,118,67
92,1980,76,32,79,34,76,32,79,34
92,1981,62,28,64,30,62,28,64,30
92,1982,44,25,47,27,44,25,47,27
92,1983,35,16,37,18,35,16,37,18
92,1984,31,12,33,14,31,12,33,14
92,1985,26,20,28,21,26,20,28,21
92,1986,31,35,33,37,31,35,33,37
92,1987,34,49,36,51,34,49,36,51
92,1988,35,93,37,95,35,93,37,95
92,1989,32,68,34,70,32,68,34,70
92,1990,44,83,46,85,44,83,46,85
92,1991,52,72,54,74,52,72,54,74
92,1992,52,55,54,57,52,55,54,57
92,1993,63,46,65,48,63,46,65,48
92,1994,63,57,65,59,63,57,65,59
92,1995,43,19,48,23,43,19,48,23
92,1996,34,13,38,16,34,13,38,16
92,1997,34,19,38,23,34,19,38,23
92,1998,30,17,33,21,30,17,33,21
92,1999,32,17,35,21,32,17,35,21
92,2000,24,30,27,32,24,30,27,32
92,2001,23,40,26,42,23,40,26,42
92,2002,34,63,38,65,34,63,38,65
92,2003,36,74,40,76,36,74,40,76
92,2004,32,53,36,55,32,53,36,55
92,2005,47,66,48,67,47,66,48,67
92,2006,50,60,52,61,50,60,52,61
92,2007,53,46,54,47,53,46,54,47
