"POPID","YEAR","NOSAIJ","NOSAEJ","NOBROODSTOCKREMOVED","PHOSIJ","PHOSEJ","NOSJF","HOSJF","TSAIJ","TSAEJ","AGE2PROP","AGE3PROP","AGE4PROP","AGE5PROP","AGE6PROP","AGE7PROP","METAID","JPOPFIT","JPOPFITNOTES","JTOTALNATURAL","JAGE0PROP","JAGE1PROP","JAGE2PROP","JAGE3PROP","JAGE4PLUSPROP","PPOPFIT","PPOPFITNOTES","PABUNDANCE","PAGE0PROP","PAGE1PROP","PAGE2PROP"
30,2012,174,174,0,0,0,0,0,174,174,NA,NA,NA,NA,NA,NA,835,"Same","Entire pop captured",15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2012,174,174,0,0,0,0,0,174,174,NA,NA,NA,NA,NA,NA,835,"Portion","Trap didn't operate in 2012; missed spring smolt run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2012,174,174,0,0,0,0,0,174,174,NA,NA,NA,NA,NA,NA,835,"Portion","Trap didn't operate in 2012; missed spring smolt run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2012,174,174,0,0,0,0,0,174,174,NA,NA,NA,NA,NA,NA,835,"Portion","Most of pop captured",32961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2012,174,174,0,0,0,0,0,174,174,NA,NA,NA,NA,NA,NA,835,"Portion","Most of pop captured",23018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2013,182,144,0,0,0,0.20338982,0,182,144,NA,NA,NA,NA,NA,NA,983,"Same","Entire pop captured",17537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2013,182,144,0,0,0,0.20338982,0,182,144,NA,NA,NA,NA,NA,NA,983,"Portion","Most of pop captured",20013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2013,182,144,0,0,0,0.20338982,0,182,144,NA,NA,NA,NA,NA,NA,983,"Portion","Most of pop captured",33951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2013,182,144,0,0,0,0.20338982,0,182,144,NA,NA,NA,NA,NA,NA,983,"Portion","Trap didn't operate in 2012; missed any premature emigrants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2013,182,144,0,0,0,0.20338982,0,182,144,NA,NA,NA,NA,NA,NA,983,"Portion","Trap didn't operate in 2012; missed any premature emigrants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2014,534,519,0,0,0,0.027472528,0,534,519,NA,NA,NA,NA,NA,NA,890,"Same","Entire Lemhi population",9527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2014,534,519,0,0,0,0.027472528,0,534,519,NA,NA,NA,NA,NA,NA,890,"Portion","Most of pop captured",28039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2014,534,519,0,0,0,0.027472528,0,534,519,NA,NA,NA,NA,NA,NA,890,"Portion","Most of pop captured",11721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2014,534,519,0,0,0,0.027472528,0,534,519,NA,NA,NA,NA,NA,NA,890,"Same","Entire Lemhi population",21826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2014,534,519,0,0,0,0.027472528,0,534,519,NA,NA,NA,NA,NA,NA,890,"Same","Entire pop captured",9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2015,454,439,0,0,0,0.032520324,0,454,439,NA,NA,NA,NA,NA,NA,45,"Same","Entire pop captured",11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2015,454,439,0,0,0,0.032520324,0,454,439,NA,NA,NA,NA,NA,NA,45,"Portion","Most of pop captured",20877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2015,454,439,0,0,0,0.032520324,0,454,439,NA,NA,NA,NA,NA,NA,45,"Same","Entire Lemhi population",13662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2015,454,439,0,0,0,0.032520324,0,454,439,NA,NA,NA,NA,NA,NA,45,"Same","Entire Lemhi population",31496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2015,454,439,0,0,0,0.032520324,0,454,439,NA,NA,NA,NA,NA,NA,45,"Portion","Most of pop captured",7860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2016,512,512,0,0,0,0,0,512,512,NA,NA,NA,NA,NA,NA,817,"Portion","Most of pop captured",77221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2016,512,512,0,0,0,0,0,512,512,NA,NA,NA,NA,NA,NA,817,"Same","Entire pop captured",28513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2016,512,512,0,0,0,0,0,512,512,NA,NA,NA,NA,NA,NA,817,"Same","Entire Lemhi population",20585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2016,512,512,0,0,0,0,0,512,512,NA,NA,NA,NA,NA,NA,817,"Same","Entire Lemhi population",79130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2016,512,512,0,0,0,0,0,512,512,NA,NA,NA,NA,NA,NA,817,"Portion","Most of pop captured",80386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2017,76,62,0,0,0,0.1833,0,76,62,NA,0.183,0.467,0.35,NA,NA,1754,"Same","Entire pop captured",32448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2017,76,62,0,0,0,0.1833,0,76,62,NA,0.183,0.467,0.35,NA,NA,1754,"Portion","Most of pop captured",55176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2017,76,62,0,0,0,0.1833,0,76,62,NA,0.183,0.467,0.35,NA,NA,1754,"Same","Entire Lemhi population",65349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2017,76,62,0,0,0,0.1833,0,76,62,NA,0.183,0.467,0.35,NA,NA,1754,"Same","Entire Lemhi population",17628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2017,76,62,0,0,0,0.1833,0,76,62,NA,0.183,0.467,0.35,NA,NA,1754,"Portion","Most of pop captured",63389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Same","Entire pop captured",12455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Same","Entire Lemhi population",59679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Same","Entire Lemhi population",19321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portion","Most of pop captured",34154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portion","Most of pop captured",43863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1957,534,507,0,0,0,0.049931027,0,534,507,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1958,172,163,0,0,0,0.049931027,0,172,163,NA,NA,NA,NA,NA,NA,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1960,272,247,0,0,0,0.08990136,0,272,247,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1961,430,384,0,0,0,0.105513155,0,430,384,NA,NA,NA,NA,NA,NA,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1962,233,209,0,0,0,0.10203899,0,233,209,NA,NA,NA,NA,NA,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1963,212,194,0,0,0,0.08409593,0,212,194,NA,NA,NA,NA,NA,NA,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1964,257,234,0,0,0,0.08743563,0,257,234,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1965,116,101,0,0,0,0.12912357,0,116,101,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1966,209,191,0,0,0,0.08233026,0,209,191,NA,NA,NA,NA,NA,NA,1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1967,197,183,0,0,0,0.068917446,0,197,183,NA,NA,NA,NA,NA,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1968,433,418,0,0,0,0.033742692,0,433,418,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1969,452,426,0,0,0,0.057392485,0,452,426,NA,NA,NA,NA,NA,NA,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1970,271,258,0,0,0,0.047098257,0,271,258,NA,NA,NA,NA,NA,NA,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1971,161,154,0,0,0,0.04198534,0,161,154,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1972,88,85,0,0,0,0.031321913,0,88,85,NA,NA,NA,NA,NA,NA,1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1973,163,161,0,0,0,0.006467685,0,163,161,NA,NA,NA,NA,NA,NA,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1974,54,53,0,0,0,0.013224269,0,54,53,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1975,41,40,0,0,0,0.01319362,0,41,40,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1976,17,15,0,0,0,0.07813258,0,17,15,NA,NA,NA,NA,NA,NA,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1977,91,87,0,0,0,0.042254295,0,91,87,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1978,87,86,0,0,0,2.01157e-05,0,87,86,NA,NA,NA,NA,NA,NA,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1991,21,19,0,0,0,0.049931027,0,21,19,NA,NA,NA,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1992,32,30,0,0,0,0.049931027,0,32,30,NA,NA,NA,NA,NA,NA,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1993,45,43,0,0,0,0.02741884,0,45,43,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1994,8,7,0,0,0,0.001128046,0,8,7,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1995,2,1,0,0,0,0.049931027,0,2,1,NA,NA,NA,NA,NA,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1996,13,12,0,0,0,0.049931027,0,13,12,NA,NA,NA,NA,NA,NA,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1997,27,25,0,0,0,0.049931027,0,27,25,NA,NA,NA,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1998,8,7,0,0,0,0.049931027,0,8,7,NA,NA,NA,NA,NA,NA,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1999,5,3,0,0,0,0.21212122,0,5,3,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2000,26,24,0,0,0,0.04054054,0,26,24,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2001,324,316,0,0,0,0.022727273,0,324,316,NA,NA,NA,NA,NA,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2002,185,175,0,0,0,0.05035971,0,185,175,NA,NA,NA,NA,NA,NA,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2003,97,93,0,0,0,0.031446543,0,97,93,NA,NA,NA,NA,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2004,116,111,0,0,0,0.03649635,0,116,111,NA,NA,NA,NA,NA,NA,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2005,54,52,0,0,0,0.027777778,0,54,52,NA,NA,NA,NA,NA,NA,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2006,54,53,0,0,0,0.01793722,0,54,53,NA,NA,NA,NA,NA,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2007,40,37,0,0,0,0.06840391,0,40,37,NA,NA,NA,NA,NA,NA,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2008,56,52,0,0,0,0.06377551,0,56,52,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2009,108,97,0,0,0,0.09785203,0,108,97,NA,NA,NA,NA,NA,NA,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2010,189,182,0,0,0,0.037037037,0,189,182,NA,NA,NA,NA,NA,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2011,156,156,0,0,0,0,0,156,156,NA,NA,NA,NA,NA,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2012,113,111,0,0,0,0.013011153,0,113,111,NA,NA,NA,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2013,56,44,0,0,0,0.19817074,0,56,44,NA,NA,NA,NA,NA,NA,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2014,192,173,0,0,0,0.0952381,0,192,173,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2015,189,168,0,0,0,0.10714286,0,189,168,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2016,64,63,0,0,0,0.013559322,0,64,63,NA,NA,NA,NA,NA,NA,959,"Portion","Most of pop captured",16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2016,64,63,0,0,0,0.013559322,0,64,63,NA,NA,NA,NA,NA,NA,959,"Same","Entire pop captured",6002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2017,5,4,0,0,0,0.1833,0,5,4,NA,0.183,0.467,0.35,NA,NA,1753,"Portion","Most of pop captured",17812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2017,5,4,0,0,0,0.1833,0,5,4,NA,0.183,0.467,0.35,NA,NA,1753,"Same","Entire pop captured",5565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portion","Most of pop captured",27377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Same","Entire pop captured",7941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1980,35,0,0,0.14634146,0.14634146,0,0.14634146,41,0,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1989,0,0,5,1,1,1,1,73,0,NA,NA,NA,NA,NA,NA,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1990,6,5,15,0.95522386,0.09267098,0.09090909,0.09267098,134,121,NA,NA,NA,NA,NA,NA,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1991,5,4,15,0.9264706,0.09537197,0.0952381,0.09537197,68,61,NA,NA,NA,NA,NA,NA,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1992,46,46,85,0,0,0,0,46,46,NA,NA,NA,NA,NA,NA,890,"Portion","Estimate includes most of population",3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1993,123,113,55,0,0,0.07692308,0,123,113,NA,NA,NA,NA,NA,NA,817,"Portion","Estimate includes most of population",27566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1994,30,6,0,0.23076923,0.18934911,0.8,0.18934911,39,7,NA,NA,NA,NA,NA,NA,924,"Portion","Most of pop captured",3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1994,30,6,0,0.23076923,0.18934911,0.8,0.18934911,39,7,NA,NA,NA,NA,NA,NA,924,"Same","Entire pop captured",1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1995,16,11,0,0.44827586,0.12366231,0.26666668,0.12366231,29,21,NA,NA,NA,NA,NA,NA,1018,"Portion","Most of pop captured",27566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1995,16,11,0,0.44827586,0.12366231,0.26666668,0.12366231,29,21,NA,NA,NA,NA,NA,NA,1018,"Same","Entire pop captured",8546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1996,53,48,0,0.036363635,0.003305785,0.08163265,0.003305785,55,50,NA,NA,NA,NA,NA,NA,908,"Portion","Most of pop captured",8963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1996,53,48,0,0.036363635,0.003305785,0.08163265,0.003305785,55,50,NA,NA,NA,NA,NA,NA,908,"Same","Entire pop captured",4219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1997,54,51,0,0.2987013,0.011637713,0.038961038,0.011637713,77,74,NA,NA,NA,NA,NA,NA,789,"Same","Entire pop captured",2641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1997,54,51,0,0.2987013,0.011637713,0.038961038,0.011637713,77,74,NA,NA,NA,NA,NA,NA,789,"Portion","Most of pop captured",4270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1998,56,56,20,0.3488372,0,0,0,86,86,NA,NA,NA,NA,NA,NA,959,"Portion","Most of pop captured",3180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1998,56,56,20,0.3488372,0,0,0,86,86,NA,NA,NA,NA,NA,NA,959,"Same","Entire pop captured",1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1999,72,63,24,0.6210526,0.07518005,0.11956522,0.07518005,190,167,NA,NA,NA,NA,NA,NA,626,"Same","Entire pop captured",10131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1999,72,63,24,0.6210526,0.07518005,0.11956522,0.07518005,190,167,NA,NA,NA,NA,NA,NA,626,"Portion","Most of pop captured",17793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2000,68,57,32,0.35849056,0.05749377,0.15789473,0.05749377,106,89,NA,NA,NA,NA,NA,NA,941,"Portion","Most of pop captured",26240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2000,68,57,32,0.35849056,0.05749377,0.15789473,0.05749377,106,89,NA,NA,NA,NA,NA,NA,941,"Same","Entire pop captured",12541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2001,175,168,83,0.4680851,0.019918514,0.04,0.019918514,329,315,NA,NA,NA,NA,NA,NA,851,"Same","Entire pop captured",7595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2001,175,168,83,0.4680851,0.019918514,0.04,0.019918514,329,315,NA,NA,NA,NA,NA,NA,851,"Portion","Most of pop captured",19954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2002,169,160,40,0.4751553,0.025085839,0.05035971,0.025085839,322,305,NA,NA,NA,NA,NA,NA,789,"Portion","Most of pop captured",17288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2002,169,160,40,0.4751553,0.025085839,0.05035971,0.025085839,322,305,NA,NA,NA,NA,NA,NA,789,"Same","Entire pop captured",4715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2003,354,337,0,0.5693431,0.027705258,0.04761905,0.027705258,822,782,NA,NA,NA,NA,NA,NA,924,"Portion","Most of pop captured",62567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2003,354,337,0,0.5693431,0.027705258,0.04761905,0.027705258,822,782,NA,NA,NA,NA,NA,NA,924,"Same","Entire pop captured",24148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2004,215,207,0,0.5841393,0.0214674,0.03649635,0.0214674,517,498,NA,NA,NA,NA,NA,NA,669,"Portion","Most of pop captured",42508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2004,215,207,0,0.5841393,0.0214674,0.03649635,0.0214674,517,498,NA,NA,NA,NA,NA,NA,669,"Same","Entire pop captured",14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2005,353,343,0,0.48164463,0.013437957,0.027777778,0.013437957,681,662,NA,NA,NA,NA,NA,NA,1018,"Portion","Most of pop captured",72724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2005,353,343,0,0.48164463,0.013437957,0.027777778,0.013437957,681,662,NA,NA,NA,NA,NA,NA,1018,"Same","Entire pop captured",19510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2006,104,102,0,0.4408602,0.009480865,0.01793722,0.009480865,186,182,NA,NA,NA,NA,NA,NA,789,"Same","Entire pop captured",10495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2006,104,102,0,0.4408602,0.009480865,0.01793722,0.009480865,186,182,NA,NA,NA,NA,NA,NA,789,"Portion","Most of pop captured",36989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2007,148,148,0,0.1030303,0,0,0,165,165,NA,NA,NA,NA,NA,NA,1087,"Portion","Most of pop captured",79159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2007,148,148,0,0.1030303,0,0,0,165,165,NA,NA,NA,NA,NA,NA,1087,"Same","Entire pop captured",23319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
