"POPID","YEAR","NOSAIJ","NOSAEJ","NOBROODSTOCKREMOVED","PHOSIJ","PHOSEJ","NOSJF","HOSJF","TSAIJ","TSAEJ","AGE2PROP","AGE3PROP","AGE4PROP","AGE5PROP","AGE6PROP","AGE7PROP","METAID","JPOPFIT","JPOPFITNOTES","JTOTALNATURAL","JAGE0PROP","JAGE1PROP","JAGE2PROP","JAGE3PROP","JAGE4PLUSPROP","PPOPFIT","PPOPFITNOTES","PABUNDANCE","PAGE0PROP","PAGE1PROP","PAGE2PROP"
223,2010,NA,1391,38,NA,0.771,NA,NA,NA,6076,NA,0.049,0.434,0.513,0.004,NA,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2011,NA,1150,NA,NA,0.665,NA,NA,NA,3434,NA,0.029,0.587,0.364,0.021,NA,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2012,NA,3070,NA,NA,0.237,NA,NA,NA,4024,NA,0.003,0.55,0.431,0.015,NA,1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2013,NA,2188,NA,NA,0.093,NA,NA,NA,2413,NA,0.016,0.322,0.642,0.02,NA,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2014,NA,1444,NA,NA,0.129,NA,NA,NA,1658,NA,0.025,0.512,0.457,0.006,NA,1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2015,NA,2675,NA,NA,0.115,NA,NA,NA,3023,NA,0.058,0.674,0.261,0.008,NA,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2016,NA,3441,NA,NA,0.048,NA,NA,NA,3615,NA,0.064,0.663,0.27,0.003,NA,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2017,NA,5219,NA,NA,0.085,NA,NA,NA,5706,NA,0.035,0.519,0.442,0.004,NA,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,2018,NA,2647,NA,NA,0.087,NA,NA,NA,2900,NA,0.069,0.434,0.494,0.003,NA,1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1964,NA,NA,NA,NA,NA,NA,NA,NA,2494,NA,0.696,0.299,0.005,NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1965,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,0.078,0.904,0.017,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1966,NA,NA,NA,NA,NA,NA,NA,NA,1348,NA,0.464,0.454,0.082,NA,NA,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1967,NA,NA,NA,NA,NA,NA,NA,NA,1562,NA,0.464,0.453,0.083,NA,NA,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1968,NA,NA,NA,NA,NA,NA,NA,NA,2515,NA,0.464,0.454,0.082,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1969,NA,NA,NA,NA,NA,NA,NA,NA,2548,NA,0.464,0.453,0.082,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1970,NA,NA,NA,NA,NA,NA,NA,NA,4170,NA,0.576,0.371,0.053,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1971,NA,NA,NA,NA,NA,NA,NA,NA,5729,NA,0.356,0.611,0.033,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1972,NA,NA,NA,NA,NA,NA,NA,NA,6597,NA,0.221,0.706,0.073,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1973,NA,NA,NA,NA,NA,NA,NA,NA,1043,NA,0.346,0.48,0.174,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1974,NA,NA,NA,NA,NA,NA,NA,NA,1516,NA,0.28,0.62,0.101,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1975,NA,NA,NA,NA,NA,NA,NA,NA,703,NA,0.34,0.525,0.135,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1976,NA,NA,NA,NA,NA,NA,NA,NA,1694,NA,0.391,0.494,0.115,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1977,NA,NA,NA,NA,NA,NA,NA,NA,1054,NA,0.4,0.504,0.096,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1978,NA,NA,NA,NA,NA,NA,NA,NA,6743,NA,0.122,0.832,0.046,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1979,NA,NA,NA,NA,NA,NA,NA,NA,4557,NA,0.129,0.792,0.079,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1980,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,0.364,0.545,0.091,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1981,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1982,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1985,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1990,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,0.553,0.447,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1991,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,0.192,0.808,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1992,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,0.1,0.74,0.16,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1993,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,0.257,0.532,0.211,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1994,NA,NA,NA,NA,NA,NA,NA,NA,516,NA,0.161,0.69,0.149,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1995,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,0.375,0.257,0.368,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1996,NA,NA,NA,NA,NA,NA,NA,NA,1376,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1997,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,0.05,0.88,0.07,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1998,NA,NA,NA,NA,NA,NA,NA,NA,1353,NA,0.106,0.346,0.548,NA,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1999,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,0.31,0.572,0.114,0.004,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2000,NA,NA,NA,NA,NA,NA,NA,NA,879,NA,0.282,0.647,0.071,NA,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2001,NA,NA,NA,NA,NA,NA,NA,NA,4971,NA,0.505,0.479,0.016,NA,NA,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2002,NA,NA,NA,NA,NA,NA,NA,NA,7896,NA,0.222,0.71,0.068,NA,NA,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2003,NA,NA,NA,NA,NA,NA,NA,NA,13943,NA,0.028,0.632,0.34,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2004,NA,NA,NA,NA,NA,NA,NA,NA,4711,NA,0.187,0.266,0.513,0.033,NA,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2005,NA,NA,NA,NA,NA,NA,NA,NA,3303,NA,0.161,0.702,0.113,0.024,NA,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2006,NA,NA,NA,NA,NA,NA,NA,NA,5752,NA,0.07,0.482,0.447,0.001,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2007,NA,NA,NA,NA,NA,NA,NA,NA,1149,NA,0.251,0.393,0.333,0.023,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2008,NA,NA,NA,NA,NA,NA,NA,NA,1725,NA,0.418,0.543,0.035,0.005,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2009,NA,NA,NA,NA,NA,NA,NA,NA,539,NA,0.223,0.69,0.087,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2010,NA,227,NA,NA,0.881,NA,NA,NA,1917,NA,0.418,0.422,0.157,0.003,NA,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2011,NA,198,NA,NA,0.868,NA,NA,NA,1498,NA,0.1,0.855,0.042,0.003,NA,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2012,NA,235,NA,NA,0.741,NA,NA,NA,907,NA,0.219,0.521,0.257,0.003,NA,1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2013,NA,914,NA,NA,0.479,NA,NA,NA,1754,NA,0.236,0.745,0.017,0.001,NA,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2014,NA,403,NA,NA,0.486,NA,NA,NA,783,NA,0.137,0.697,0.164,0.003,NA,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2015,NA,374,NA,NA,0.368,NA,NA,NA,598,NA,0.401,0.478,0.119,0.003,NA,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2016,NA,367,NA,NA,0.539,NA,NA,NA,803,NA,0.221,0.659,0.118,0.003,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2017,NA,312,NA,NA,0.471,NA,NA,NA,594,NA,0.349,0.416,0.231,0.003,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1996,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1997,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1998,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1999,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2001,NA,NA,NA,NA,NA,NA,NA,NA,3646,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2002,NA,NA,NA,NA,NA,NA,NA,NA,6113,NA,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2003,NA,NA,NA,NA,NA,NA,NA,NA,4165,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2004,NA,NA,NA,NA,NA,NA,NA,NA,2145,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2005,NA,NA,NA,NA,NA,NA,NA,NA,2901,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2006,NA,NA,NA,NA,NA,NA,NA,NA,1782,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2007,NA,NA,NA,NA,NA,NA,NA,NA,1325,NA,NA,NA,NA,NA,NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2008,NA,NA,NA,NA,NA,NA,NA,NA,1845,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2009,NA,NA,NA,NA,NA,NA,NA,NA,7491,NA,NA,NA,NA,NA,NA,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2010,NA,2104,NA,NA,0.785,NA,NA,NA,9808,NA,NA,NA,NA,NA,NA,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2011,NA,4264,NA,NA,0.67,NA,NA,NA,12914,NA,NA,NA,NA,NA,NA,1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2012,NA,1948,NA,NA,0.65,NA,NA,NA,5564,NA,NA,NA,NA,NA,NA,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2013,NA,3273,NA,NA,0.495,NA,NA,NA,6488,NA,NA,NA,NA,NA,NA,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2014,NA,2259,NA,NA,0.637,NA,NA,NA,6231,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2015,NA,3375,NA,NA,0.402,NA,NA,NA,5647,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2016,NA,3064,NA,NA,0.226,NA,NA,NA,3959,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2017,NA,1494,NA,NA,0.017,NA,NA,NA,1520,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1980,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1981,NA,NA,NA,NA,NA,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1982,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1983,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1984,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1985,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1986,NA,NA,NA,NA,NA,NA,NA,NA,467,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1987,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1988,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1989,NA,NA,NA,NA,NA,NA,NA,NA,563,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1990,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1991,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1992,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1993,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1994,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1995,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1996,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1997,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1998,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1999,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2000,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2001,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2002,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2003,NA,NA,NA,NA,NA,NA,NA,NA,1937,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2004,NA,NA,NA,NA,NA,NA,NA,NA,1793,NA,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2005,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2006,NA,NA,NA,NA,NA,NA,NA,NA,748,NA,NA,NA,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2007,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2008,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2009,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,NA,NA,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2010,NA,286,NA,NA,0.962,NA,NA,NA,7424,NA,NA,NA,NA,NA,NA,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2011,NA,191,NA,NA,0.907,NA,NA,NA,2059,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2012,NA,321,NA,NA,0.944,NA,NA,NA,5610,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2013,NA,409,NA,NA,0.886,NA,NA,NA,3577,NA,NA,NA,NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2014,NA,227,NA,NA,0.922,NA,NA,NA,2915,NA,NA,NA,NA,NA,NA,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2015,NA,187,NA,NA,0.988,NA,NA,NA,14981,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2016,NA,200,NA,NA,0.983,NA,NA,NA,11946,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2017,NA,149,NA,NA,0.976,NA,NA,NA,6260,NA,NA,NA,NA,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1964,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,0.888,0.112,NA,NA,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1965,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,0.626,0.374,NA,NA,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1966,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,0.691,0.237,0.072,NA,NA,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1967,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,0.272,0.677,0.051,NA,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1968,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,0.396,0.465,0.139,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1969,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,0.306,0.613,0.081,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1970,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,0.57,0.375,0.056,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1971,NA,NA,NA,NA,NA,NA,NA,NA,1666,NA,0.356,0.61,0.034,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1972,NA,NA,NA,NA,NA,NA,NA,NA,1287,NA,0.221,0.706,0.073,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1973,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,0.349,0.481,0.169,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1974,NA,NA,NA,NA,NA,NA,NA,NA,2769,NA,0.279,0.62,0.101,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1975,NA,NA,NA,NA,NA,NA,NA,NA,923,NA,0.341,0.527,0.132,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1976,NA,NA,NA,NA,NA,NA,NA,NA,2824,NA,0.391,0.493,0.116,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1977,NA,NA,NA,NA,NA,NA,NA,NA,1553,NA,0.4,0.504,0.096,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1978,NA,NA,NA,NA,NA,NA,NA,NA,593,NA,0.11,0.858,0.032,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1979,NA,NA,NA,NA,NA,NA,NA,NA,2388,NA,0.232,0.69,0.078,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1980,NA,NA,NA,NA,NA,NA,NA,NA,3152,NA,0.2,0.68,0.12,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1981,NA,NA,NA,NA,NA,NA,NA,NA,1789,NA,0.1,0.852,0.048,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1982,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,0.332,0.571,0.096,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1983,NA,NA,NA,NA,NA,NA,NA,NA,2677,NA,0.159,0.713,0.128,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
