"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
4684,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,20
4685,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,4
4686,NA,"Steelhead","Summer","Unknown","1707020302","170702030203",66,7
4687,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,2
4688,NA,"Steelhead","Summer","Unknown","1707020302","170702030202",66,2
4689,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,4
4690,NA,"Steelhead","Summer","Unknown","1707020302","170702030203",66,5
4691,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,2
4692,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,2
4693,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,28
4694,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020901",67,5
4695,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,2
4696,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,7
4697,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,2
4698,NA,"Steelhead","Summer","Unknown","1707020302","170702030201",66,3
4699,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,3
4700,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,2
4701,NA,"Steelhead","Summer","Spawning and rearing","1707020406","170702040601",64,11
4702,NA,"Steelhead","Summer","Spawning and rearing","1707020406","170702040601",64,1
4702,NA,"Steelhead","Summer","Spawning and rearing","1707020406","170702040604",64,5
4703,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,18
4704,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,11
4705,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,31
4706,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,4
4707,NA,"Steelhead","Summer","Unknown","1707020107","170702010701",65,4
4708,NA,"Steelhead","Summer","Unknown","1707020107","170702010701",65,10
4709,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,5
4710,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040108",64,9
4711,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,3
4712,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,4
4713,NA,"Steelhead","Summer","Unknown","1707020302","170702030203",66,4
4714,NA,"Steelhead","Summer","Unknown","1707020302","170702030202",66,1
4715,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020103",67,1
4716,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,13
4717,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,18
4718,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,16
4719,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010502",65,32
4720,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,13
4721,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,8
4722,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010503",65,35
4723,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010505",65,7
4724,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,18
4725,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010505",65,28
4726,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,15
4727,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010505",65,12
4728,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,11
4729,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010505",65,21
4730,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,11
4731,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010602",65,13
4732,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,40
4733,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,28
4734,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010602",65,44
4735,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010605",65,9
4736,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010603",65,10
4737,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010605",65,8
4738,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010605",65,33
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,35
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,35
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010505",65,15
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,11
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010604",65,22
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010606",65,15
4739,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010608",65,24
4740,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020204",67,3
4741,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010503",65,5
4742,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010503",65,17
4743,NA,"Steelhead","Summer","Spawning and rearing","1707020406","170702040601",64,15
4744,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,3
4745,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010904",65,30
4746,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,8
4747,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,2
4748,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010901",65,15
4749,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010901",65,37
4750,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010901",65,6
4751,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,3
4752,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,16
4753,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,7
4754,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,3
4755,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010803",65,19
4756,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,19
4757,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,17
4758,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,4
4759,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010703",65,5
4760,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010703",65,6
4761,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,1
4762,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010703",65,29
4762,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010704",65,39
4763,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010704",65,18
4764,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010608",65,14
4765,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,32
4766,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,3
4767,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010608",65,18
4768,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,16
4769,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010607",65,48
4770,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,5
4771,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010803",65,43
4772,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,5
4773,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010702",65,6
4774,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,6
4775,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010606",65,34
4776,NA,"Steelhead","Summer","Spawning and rearing","1707020107","170702010701",65,9
4777,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010303",68,16
4778,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010303",68,18
4779,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,5
4780,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,4
4781,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011007",65,22
4782,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011006",65,21
4783,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020903",67,11
4784,NA,"Steelhead","Summer","Spawning and rearing","1707020207","170702020706",67,4
4785,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020904",67,14
4786,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020902",67,27
4787,NA,"Steelhead","Summer","Spawning and rearing","1707010301","170701030106",70,4
4788,NA,"Steelhead","Summer","Spawning and rearing","1707010301","170701030106",70,1
4789,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030106",66,14
4790,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030102",66,24
4791,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030102",66,12
4792,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030102",66,2
4793,NA,"Steelhead","Summer","Rearing and migration","1707020201","170702020102",67,5
4794,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020102",67,5
4795,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,3
4796,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,4
4797,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,5
4798,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,6
4799,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,13
4800,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,16
4801,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021005",67,68
4802,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,17
4803,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,9
4804,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,6
4805,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021004",67,34
4806,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020802",67,12
4807,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,13
4808,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,4
4809,NA,"Steelhead","Summer","Rearing and migration","1707020208","170702020802",67,6
4810,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021004",67,12
4811,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020803",67,13
4812,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020803",67,22
4813,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020904",67,1
4813,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020905",67,32
4813,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020906",67,28
4813,NA,"Steelhead","Summer","Spawning and rearing","1707020209","170702020907",67,45
4814,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,27
4815,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,21
4815,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020803",67,1
4816,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030101",66,26
4817,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030103",66,20
4818,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,20
4819,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,9
4820,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,11
4821,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030206",66,13
4822,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030205",66,2
4822,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030207",66,26
4823,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030302",66,11
4824,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030206",66,11
4825,NA,"Steelhead","Summer","Unknown","1707020107","170702010702",65,2
4826,NA,"Steelhead","Summer","Unknown","1707020107","170702010702",65,7
4827,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010608",65,3
4828,NA,"Steelhead","Summer","Unknown","1707020203","170702020305",67,5
4829,NA,"Steelhead","Summer","Unknown","1707020205","170702020504",67,14
4830,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011201",64,2
4831,NA,"Steelhead","Summer","Unknown","1707020210","170702021001",67,1
4832,NA,"Steelhead","Summer","Unknown","1707020210","170702021001",67,6
4833,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021004",67,2
4834,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,2
4835,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010502",65,3
4836,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,2
4837,NA,"Steelhead","Summer","Unknown","1707020103","170702010303",68,12
4838,NA,"Steelhead","Summer","Unknown","1707020103","170702010303",68,3
4839,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,2
4840,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,32
4841,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,2
4842,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020306",67,36
4842,NA,"Steelhead","Summer","Spawning and rearing","1707020207","170702020703",67,16
4843,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020306",67,2
4844,NA,"Steelhead","Summer","Spawning and rearing","1707020205","170702020501",67,11
4845,NA,"Steelhead","Summer","Unknown","1707020205","170702020501",67,3
4846,NA,"Steelhead","Summer","Unknown","1707020205","170702020502",67,2
4847,NA,"Steelhead","Summer","Spawning and rearing","1707020304","170702030402",66,7
4848,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,6
4849,NA,"Steelhead","Summer","Spawning and rearing","1707020207","170702020709",67,2
4850,NA,"Steelhead","Summer","Spawning and rearing","1707020204","170702020403",67,1
4851,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011201",64,4
4852,NA,"Steelhead","Summer","Unknown","1707020205","170702020503",67,3
4853,NA,"Steelhead","Summer","Unknown","1707020205","170702020503",67,1
4854,NA,"Steelhead","Summer","Unknown","1707020205","170702020503",67,2
4855,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010501",65,2
4856,NA,"Steelhead","Summer","Unknown","1707020107","170702010701",65,2
4857,NA,"Steelhead","Summer","Unknown","1707020107","170702010702",65,4
4858,NA,"Steelhead","Summer","Unknown","1707020103","170702010303",68,1
4859,NA,"Steelhead","Summer","Unknown","1707020205","170702020503",67,2
4860,NA,"Steelhead","Summer","Unknown","1707020205","170702020503",67,1
4861,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,1
4862,NA,"Steelhead","Summer","Spawning and rearing","1707020105","170702010504",65,5
4863,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,2
4864,NA,"Steelhead","Summer","Spawning and rearing","1707020204","170702020403",67,3
4865,NA,"Steelhead","Summer","Spawning and rearing","1707020204","170702020403",67,1
4866,NA,"Steelhead","Summer","Rearing and migration","1707010511","170701051106",310,1
4867,NA,"Steelhead","Summer","Migration only","1707010511","170701051106",310,3
4868,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051105",310,3
4869,NA,"Steelhead","Summer","Spawning and rearing","1707010511","170701051106",310,1
4870,NA,"Steelhead","Summer","Migration only","1707010511","170701051106",310,2
4871,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010801",312,4
4872,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050602",310,1
4875,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040103",64,1
4876,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040101",64,13
4877,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,8
4878,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,1
4879,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,4
4880,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040101",64,15
4881,NA,"Steelhead","Summer","Spawning and rearing","1707020404","170702040407",64,7
4882,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,23
4883,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,6
4884,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,5
4885,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,6
4886,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,13
4887,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,3
4888,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040302",64,53
4889,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040805",64,12
4890,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040303",64,8
4891,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040805",64,5
4892,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040303",64,4
4893,NA,"Steelhead","Summer","Spawning and rearing","1707020402","170702040205",64,21
4894,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040806",64,10
4895,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040802",64,1
4895,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040803",64,29
4896,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040803",64,8
4897,NA,"Steelhead","Summer","Spawning and rearing","1707020402","170702040204",64,30
4898,NA,"Steelhead","Summer","Spawning and rearing","1707020405","170702040501",64,9
4899,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040301",64,15
4900,NA,"Steelhead","Summer","Spawning and rearing","1707020402","170702040202",64,48
4901,NA,"Steelhead","Summer","Spawning and rearing","1707020402","170702040201",64,17
4902,NA,"Steelhead","Summer","Spawning and rearing","1707020412","170702041202",64,22
4903,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040802",64,25
4904,NA,"Steelhead","Summer","Spawning and rearing","1707020412","170702041201",64,7
4905,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010302",68,2
4906,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011006",65,1
4907,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011006",65,10
4908,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,6
4909,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,10
4910,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011005",65,26
4911,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011004",65,20
4912,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,3
4913,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,7
4914,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011002",65,2
4915,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011003",65,18
4916,NA,"Steelhead","Summer","Spawning and rearing","1707020110","170702011002",65,9
4917,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010301",68,24
4918,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010906",65,24
4919,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010905",65,7
4920,NA,"Steelhead","Summer","Unknown","1707020108","170702010801",65,9
4921,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010906",65,3
4922,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010906",65,24
4923,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010304",68,15
4924,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010906",65,25
4925,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010903",65,25
4926,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010904",65,16
4927,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010303",68,1
4927,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010304",68,19
4928,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011405",64,17
4929,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011404",64,50
4930,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011401",64,4
4931,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011402",64,1
4931,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011401",64,20
4932,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011402",64,23
4933,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,7
4934,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,38
4935,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,9
4936,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011103",64,27
4937,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,11
4938,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,5
4939,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,1
4940,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,1
4941,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,10
4942,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,20
4943,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011405",64,6
4944,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,1
4945,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,3
4946,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010305",68,13
4947,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011103",64,11
4948,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,13
4949,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,28
4950,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,22
4951,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010404",68,15
4952,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011103",64,26
4953,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,31
4954,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011101",64,19
4955,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010405",68,4
4956,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010207",68,3
4956,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010402",68,58
4956,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010404",68,37
4956,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010405",68,29
4957,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010402",68,11
4958,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010206",68,14
4959,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011201",64,17
4960,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,5
4961,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,20
4962,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,25
4963,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,16
4964,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,7
4965,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,2
4966,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,26
4967,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011203",64,23
4968,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011204",64,50
4969,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,3
4970,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,5
4971,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,9
4972,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,9
4973,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,14
4974,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011302",64,13
4975,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,12
4976,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011401",64,15
4977,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,7
4978,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011201",64,25
4978,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011202",64,38
4978,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011205",64,42
4979,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011401",64,10
4980,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,14
4981,NA,"Steelhead","Summer","Spawning and rearing","1707020114","170702011401",64,10
4982,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011303",64,28
4983,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,3
4984,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,8
4985,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,4
4986,NA,"Steelhead","Summer","Spawning and rearing","1707020112","170702011201",64,33
4987,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020203",67,3
4988,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020203",67,1
4989,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020206",67,7
4990,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020206",67,10
4991,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020203",67,14
4992,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020204",67,13
4993,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020104",67,11
4994,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020105",67,1
4994,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020104",67,27
4995,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020104",67,9
4996,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020206",67,2
4997,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020203",67,9
4998,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020202",67,31
4999,NA,"Steelhead","Summer","Spawning and rearing","1707020202","170702020201",67,15
5000,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,23
5001,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020102",67,3
5002,NA,"Steelhead","Summer","Rearing and migration","1707020201","170702020102",67,7
5003,NA,"Steelhead","Summer","Rearing and migration","1707020201","170702020102",67,2
5004,NA,"Steelhead","Summer","Spawning and rearing","1707020304","170702030404",66,2
5005,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,4
5006,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,2
5007,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,1
5008,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,7
5009,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,1
5010,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,15
5011,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010403",68,2
5012,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010803",65,10
5013,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010803",65,1
