"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020304",89,26
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020305",89,12
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020306",89,62
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020407",89,15
3614,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020203",89,30
3614,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020202",89,40
3615,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040901",84,32
3615,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040902",84,44
3616,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,8
3617,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040506",84,31
3618,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020202",89,10
3619,NA,"Steelhead","Summer","Rearing and migration","1706010405","170601040503",84,9
3620,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020202",89,6
3621,NA,"Steelhead","Summer","Rearing and migration","1706010405","170601040503",84,7
3622,NA,"Steelhead","Summer","Rearing and migration","1706010402","170601040202",84,4
3623,NA,"Steelhead","Summer","Spawning and rearing","1706010406","170601040603",84,2
3624,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020305",89,7
3625,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040303",84,45
3626,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040105",84,55
3627,NA,"Steelhead","Summer","Spawning and rearing","1706010102","170601010208",87,5
3628,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040303",84,14
3629,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041105",84,6
3630,NA,"Steelhead","Summer","Spawning and rearing","1706010410","170601041004",84,13
3631,NA,"Steelhead","Summer","Rearing and migration","1706010404","170601040401",84,9
3632,NA,"Steelhead","Summer","Rearing and migration","1706010404","170601040401",84,6
3633,NA,"Steelhead","Summer","Spawning and rearing","1706010404","170601040401",84,1
3634,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040904",84,72
3635,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041101",84,21
3636,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,5
3637,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041102",84,21
3638,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,7
3639,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,5
3640,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041104",84,11
3641,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041104",84,15
3642,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041002",84,25
3643,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041002",84,6
3644,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041002",84,8
3645,NA,"Steelhead","Summer","Rearing and migration","1706010405","170601040507",84,12
3646,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040502",84,1
3646,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040503",84,21
3646,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040507",84,43
3647,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041104",84,8
3648,NA,"Steelhead","Summer","Spawning and rearing","1706010407","170601040702",84,41
3649,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041003",84,17
3650,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040705",84,16
3651,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040705",84,3
3652,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040705",84,1
3653,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041001",84,3
3654,NA,"Steelhead","Summer","Spawning and rearing","1706010410","170601041004",84,7
3655,NA,"Steelhead","Summer","Spawning and rearing","1706010410","170601041004",84,14
3656,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040901",84,13
3657,NA,"Steelhead","Summer","Rearing and migration","1706010409","170601040903",84,8
3658,NA,"Steelhead","Summer","Spawning and rearing","1707020410","170702041005",64,24
3659,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011301",64,4
3660,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,2
3661,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040108",64,3
3662,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,3
3663,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030208",66,8
3664,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030204",66,14
3665,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030204",66,9
3666,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030204",66,10
3667,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030204",66,11
3668,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030204",66,11
3669,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030208",66,9
3670,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,4
3671,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,6
3672,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,8
3673,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,20
3674,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030203",66,14
3675,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,7
3676,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,4
3677,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,4
3678,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,11
3679,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010601",65,3
3680,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010605",65,13
3681,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021004",67,2
3682,NA,"Steelhead","Summer","Unknown","1707020204","170702020403",67,9
3683,NA,"Steelhead","Summer","Unknown","1707020204","170702020403",67,3
3684,NA,"Steelhead","Summer","Spawning and rearing","1707020204","170702020403",67,2
3685,NA,"Steelhead","Summer","Spawning and rearing","1707020204","170702020403",67,4
3686,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040801",64,4
3687,NA,"Steelhead","Summer","Spawning and rearing","1707020408","170702040801",64,5
3688,NA,"Steelhead","Summer","Spawning and rearing","1707020404","170702040407",64,3
3689,NA,"Steelhead","Summer","Spawning and rearing","1707020404","170702040407",64,4
3690,NA,"Steelhead","Summer","Spawning and rearing","1707020404","170702040407",64,10
3691,NA,"Steelhead","Summer","Unknown","1707020302","170702030205",66,2
3692,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030206",66,12
3693,NA,"Steelhead","Summer","Unknown","1707020302","170702030208",66,3
3694,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,3
3695,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,11
3696,NA,"Steelhead","Summer","Unknown","1707020302","170702030207",66,6
3697,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030207",66,3
3698,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030207",66,2
3699,NA,"Steelhead","Summer","Unknown","1707020304","170702030401",66,8
3700,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,2
3701,NA,"Steelhead","Summer","Spawning and rearing","1707020104","170702010401",68,5
3702,NA,"Steelhead","Summer","Spawning and rearing","1707020102","170702010205",68,2
3703,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010602",65,4
3704,NA,"Steelhead","Summer","Unknown","1707020302","170702030201",66,3
3705,NA,"Steelhead","Summer","Unknown","1707020302","170702030201",66,4
3706,NA,"Steelhead","Summer","Spawning and rearing","1707020207","170702020705",67,2
3707,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040108",64,5
3708,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030301",66,30
3708,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,30
3708,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030305",66,32
3709,NA,"Steelhead","Summer","Spawning and rearing","1707020109","170702010901",65,5
3710,NA,"Steelhead","Summer","Unknown","1707020110","170702011002",65,5
3711,NA,"Steelhead","Summer","Unknown","1707020110","170702011002",65,1
3712,NA,"Steelhead","Summer","Unknown","1707020103","170702010301",68,3
3713,NA,"Steelhead","Summer","Unknown","1707020103","170702010301",68,4
3714,NA,"Steelhead","Summer","Unknown","1707020103","170702010301",68,2
3715,NA,"Steelhead","Summer","Unknown","1707020103","170702010301",68,10
3716,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010301",68,25
3716,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010303",68,5
3717,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010301",68,14
3718,NA,"Steelhead","Summer","Unknown","1707020103","170702010303",68,18
3719,NA,"Steelhead","Summer","Unknown","1707020103","170702010303",68,2
3720,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040904",84,26
3721,NA,"Steelhead","Summer","Rearing and migration","1706010409","170601040901",84,12
3722,NA,"Steelhead","Summer","Rearing and migration","1706010409","170601040904",84,14
3723,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040504",84,4
3724,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040503",84,7
3725,NA,"Steelhead","Summer","Rearing and migration","1706010404","170601040401",84,6
3726,NA,"Steelhead","Summer","Spawning and rearing","1706010404","170601040401",84,7
3727,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040306",84,9
3728,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040306",84,5
3729,NA,"Steelhead","Summer","Spawning and rearing","1706010406","170601040603",84,20
3730,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041002",84,11
3731,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041101",84,12
3732,NA,"Steelhead","Summer","Spawning and rearing","1706010406","170601040604",84,11
3733,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040801",84,41
3734,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040804",84,5
3735,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040804",84,29
3736,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040803",84,11
3737,NA,"Steelhead","Summer","Rearing and migration","1706010408","170601040804",84,3
3738,NA,"Steelhead","Summer","Spawning and rearing","1706010406","170601040604",84,3
3739,NA,"Steelhead","Summer","Rearing and migration","1706010410","170601041004",84,8
3740,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041104",84,8
3741,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040802",84,14
3741,NA,"Steelhead","Summer","Spawning and rearing","1706010408","170601040804",84,39
3741,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040905",84,1
3742,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040507",84,1
3742,NA,"Steelhead","Summer","Spawning and rearing","1706010406","170601040604",84,5
3743,NA,"Steelhead","Summer","Rearing and migration","1706010404","170601040405",84,21
3744,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,5
3745,NA,"Steelhead","Summer","Rearing and migration","1706010411","170601041104",84,5
3746,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040704",84,19
3747,NA,"Steelhead","Summer","Spawning and rearing","1706010402","170601040202",84,7
3747,NA,"Steelhead","Summer","Spawning and rearing","1706010402","170601040206",84,45
3748,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040301",84,4
3749,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040302",84,9
3750,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040302",84,22
3750,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040301",84,9
3751,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040302",84,13
3752,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040102",84,15
3753,NA,"Steelhead","Summer","Rearing and migration","1706010401","170601040102",84,6
3754,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040103",84,19
3755,NA,"Steelhead","Summer","Spawning and rearing","1706010404","170601040403",84,26
3756,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,12
3757,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030202",66,11
3758,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,13
3759,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,19
3760,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,22
3761,NA,"Steelhead","Summer","Spawning and rearing","1707020302","170702030201",66,15
3762,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030104",66,47
3763,NA,"Steelhead","Summer","Spawning and rearing","1707020301","170702030106",66,6
3764,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041101",64,3
3765,NA,"Steelhead","Summer","Rearing and migration","1707020303","170702030305",66,1
3765,NA,"Steelhead","Summer","Rearing and migration","1707020305","170702030501",66,44
3765,NA,"Steelhead","Summer","Rearing and migration","1707020305","170702030503",66,46
3765,NA,"Steelhead","Summer","Rearing and migration","1707020305","170702030504",66,26
3766,NA,"Steelhead","Summer","Spawning and rearing","1707020305","170702030504",66,9
